Gene,Gene_name,TA_sites_interior,Gene_length,Mean_counts_5p_10pct,Mean_counts_3p_25pct,Mean_counts_interior,Insertion_index,Fraction_zeros,Fraction_above_thresh,Median_counts,Upper25,Lower25,Zeros_interval,TraDIS,Keio
107,speD,32.0,794,43.66666666666666,38.5,91.40625,0.1771095717884131,0.1875,0.75,34.5,158.25,8.25,0.0625,Nonessential,Nonessential
108,speE,23.0,866,91.6,60.333333333333336,61.95652173913044,0.1100666579128272,0.1304347826086956,0.8260869565217391,38.0,89.5,20.5,0.0434782608695652,Nonessential,Nonessential
109,yacC,8.0,308,42.0,14.666666666666666,78.375,0.3914835164835164,0.0,0.875,59.0,94.5,38.0,0.0,Nonessential,Nonessential
110,cueO,35.0,1550,59.42857142857143,148.52631578947367,72.97142857142858,0.0724282169443459,0.2285714285714285,0.7428571428571429,30.0,92.0,4.5,0.0571428571428571,Nonessential,Nonessential
111,gcd,49.0,2390,92.3076923076923,158.60714285714286,76.10204081632654,0.0489874739725307,0.1428571428571428,0.8367346938775511,52.0,95.0,21.0,0.0204081632653061,Nonessential,Nonessential
112,hpt,15.0,536,11.0,44.85714285714285,48.73333333333333,0.1398775353999234,0.0666666666666666,0.9333333333333332,15.0,69.0,11.5,0.0666666666666666,Nonessential,Nonessential
113,can,18.0,662,10.333333333333334,0.0,2.1666666666666665,0.0050352467270896,0.6666666666666666,0.1666666666666666,0.0,1.0,0.0,0.2777777777777778,Essential,Essential
114,yadG,29.0,926,15.0,94.07692307692308,39.06896551724138,0.0649093961077278,0.1379310344827586,0.6896551724137931,23.0,53.0,5.0,0.0344827586206896,Nonessential,Nonessential
115,yadH,20.0,770,48.5,61.8,81.85,0.1635364635364635,0.25,0.65,48.5,91.25,2.25,0.1,Nonessential,Nonessential
117,yadE,41.0,1229,82.0,36.388888888888886,45.4390243902439,0.0568805462730724,0.1951219512195122,0.6585365853658537,21.0,68.0,3.0,0.073170731707317,Nonessential,Nonessential
118,panD,8.0,380,80.0,19.0,48.875,0.1978744939271255,0.25,0.5,5.5,68.25,0.75,0.125,Nonessential,Nonessential
119,rpnC,28.0,902,23.2,69.3,63.892857142857146,0.1089763894641943,0.0714285714285714,0.75,37.0,63.5,7.0,0.0357142857142857,Nonessential,Nonessential
120,panC,20.0,851,94.0,19.666666666666668,35.65,0.0644490644490644,0.3,0.6,11.5,40.0,0.0,0.1,Nonessential,Nonessential
121,panB,23.0,794,40.0,126.25,45.43478260869565,0.0880348432642814,0.0869565217391304,0.8260869565217391,21.0,46.5,9.5,0.0434782608695652,Nonessential,Nonessential
122,yadC,72.0,1274,0.7777777777777778,61.75,5.791666666666667,0.0069939218290866,0.5694444444444444,0.2361111111111111,0.0,4.0,0.0,0.1666666666666666,Nonessential,Nonessential
123,yadK,24.0,596,73.0,1.0,11.25,0.0290397521941146,0.4166666666666667,0.4583333333333333,1.5,15.5,0.0,0.1666666666666666,Nonessential,Nonessential
124,yadL,23.0,602,0.0,9.2,24.52173913043478,0.0626673629706996,0.217391304347826,0.7391304347826086,15.0,36.5,5.0,0.1739130434782608,Nonessential,Nonessential
125,yadM,15.0,383,0.0,1.25,17.466666666666665,0.0701613443127803,0.3333333333333333,0.6666666666666666,11.0,30.5,0.0,0.1333333333333333,Nonessential,Nonessential
126,htrE,124.0,2600,20.04,23.80555555555556,22.61290322580645,0.0133804161099446,0.3387096774193548,0.4677419354838709,4.0,31.0,0.0,0.0483870967741935,Nonessential,Nonessential
127,yadV,27.0,740,4.0,14.181818181818182,47.48148148148148,0.0987140987140987,0.1851851851851851,0.7407407407407407,18.0,50.5,5.5,0.074074074074074,Nonessential,Nonessential
128,yadN,19.0,584,6.4,23.166666666666668,19.63157894736842,0.0517164882702013,0.2631578947368421,0.5263157894736842,6.0,27.0,0.5,0.1052631578947368,Nonessential,Nonessential
129,folK,14.0,479,0.6666666666666666,22.0,0.5714285714285714,0.0018353254261396,0.7857142857142857,0.0,0.0,0.0,0.0,0.3571428571428571,Unclear,Essential
130,pcnB,38.0,1364,64.16666666666667,77.33333333333333,20.289473684210527,0.0228845857029218,0.4210526315789473,0.4210526315789473,1.5,20.75,0.0,0.1578947368421052,Nonessential,Nonessential
131,gluQ,24.0,926,215.33333333333331,23.33333333333333,94.375,0.1567951486957966,0.0416666666666666,0.9166666666666666,54.0,135.5,22.0,0.0416666666666666,Nonessential,Nonessential
132,dksA,11.0,455,1.0,2.0,13.727272727272728,0.0464151233382002,0.3636363636363636,0.4545454545454545,2.0,23.0,0.0,0.1818181818181818,Nonessential,Nonessential
133,sfsA,24.0,704,35.0,59.0,71.875,0.157069493006993,0.125,0.7916666666666666,33.5,73.75,8.0,0.0416666666666666,Nonessential,Nonessential
134,thpR,10.0,530,67.5,70.4,68.6,0.1991291727140783,0.2,0.8,25.5,61.5,16.0,0.1,Nonessential,Nonessential
135,hrpB,49.0,2429,115.41666666666669,75.42857142857143,58.57142857142857,0.0370975257759942,0.2040816326530612,0.7142857142857143,43.0,91.0,2.0,0.0204081632653061,Nonessential,Nonessential
136,mrcB,50.0,2525,94.66666666666669,86.51851851851852,68.12,0.0415049504950495,0.18,0.74,50.0,79.75,5.0,0.04,Nonessential,Nonessential
137,fhuA,73.0,2243,58.18181818181818,106.21212121212122,68.4931506849315,0.0469790806851617,0.1232876712328767,0.821917808219178,52.0,101.0,16.0,0.0273972602739726,Nonessential,Nonessential
138,fhuC,10.0,797,129.25,51.75,43.4,0.0837756973265128,0.4,0.6,9.5,40.5,0.0,0.1,Nonessential,Nonessential
139,fhuD,24.0,890,51.6,74.125,66.58333333333333,0.1150965139729184,0.125,0.8333333333333334,33.5,86.5,17.0,0.0833333333333333,Nonessential,Nonessential
140,fhuB,30.0,1982,37.0,36.1764705882353,64.16666666666667,0.0498072395146058,0.1333333333333333,0.8333333333333334,53.0,89.25,15.5,0.0666666666666666,Nonessential,Nonessential
141,hemL,30.0,1280,0.0,0.4,1.5666666666666669,0.0018830128205128,0.8,0.1,0.0,0.0,0.0,0.3333333333333333,Essential,Essential
142,clcA,47.0,1421,33.2,47.25,69.51063829787235,0.075256469764383,0.1489361702127659,0.8085106382978723,36.0,99.0,7.5,0.0425531914893617,Nonessential,Nonessential
143,erpA,10.0,344,0.0,41.66666666666666,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Essential,Essential
144,yadS,17.0,623,58.5,64.3,24.41176470588235,0.0602834046323801,0.4117647058823529,0.5294117647058824,8.0,24.0,0.0,0.1176470588235294,Nonessential,Nonessential
145,btuF,15.0,800,210.0,75.33333333333333,41.266666666666666,0.0793589743589743,0.2,0.6666666666666666,27.0,77.5,2.5,0.1333333333333333,Nonessential,Nonessential
146,mtnN,17.0,698,0.0,2.0,1.7058823529411764,0.0037599346549287,0.7647058823529411,0.1176470588235294,0.0,0.0,0.0,0.5294117647058824,Unclear,Nonessential
147,dgt,49.0,1517,23.0,11.709677419354838,36.3469387755102,0.0368611518437302,0.2448979591836734,0.5714285714285714,10.0,30.0,1.0,0.0408163265306122,Nonessential,Nonessential
148,degP,35.0,1424,17.333333333333332,92.71428571428572,42.8,0.0462402765773552,0.2571428571428571,0.5714285714285714,12.0,58.0,0.5,0.0857142857142857,Nonessential,Nonessential
149,cdaR,29.0,1157,116.71428571428572,107.15384615384616,60.241379310344826,0.0801028911779068,0.1379310344827586,0.7586206896551724,50.0,99.0,12.0,0.0344827586206896,Nonessential,Nonessential
150,yaeH,13.0,386,115.25,47.5,45.0,0.1793543244320446,0.1538461538461538,0.7692307692307693,53.0,64.0,6.0,0.0769230769230769,Nonessential,Nonessential
151,yaeI,21.0,812,150.0,76.5,98.04761904761904,0.1857666143380429,0.0,0.9523809523809524,68.0,93.0,47.0,0.0,Nonessential,Nonessential
152,dapD,19.0,824,0.0,0.7272727272727273,1.4210526315789471,0.0026531975944341,0.7894736842105263,0.1052631578947368,0.0,0.0,0.0,0.6842105263157895,Essential,Essential
153,glnD,65.0,2672,26.5,16.967741935483872,64.47692307692307,0.0371239768982744,0.1846153846153846,0.7230769230769231,25.0,76.0,4.0,0.0307692307692307,Nonessential,Nonessential
154,map,25.0,794,0.0,10.5,0.24,0.0004650261577213,0.92,0.0,0.0,0.0,0.0,0.84,Essential,Essential
155,rpsB,12.0,725,0.0,4.444444444444445,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Essential,Essential
156,tsf,18.0,851,4.666666666666667,22.33333333333333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Essential,Essential
157,pyrH,16.0,725,0.0,11.0,0.0625,0.0001326259946949,0.9375,0.0,0.0,0.0,0.0,0.5625,Essential,Essential
158,frr,11.0,557,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Essential,Essential
159,dxr,31.0,1196,0.0,0.0,0.0967741935483871,0.0001244844269981,0.967741935483871,0.0,0.0,0.0,0.0,0.7741935483870968,Essential,Essential
160,ispU,27.0,758,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Essential,Essential
161,FJKNNBLA_00171,5.0,152,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,NA,NA
162,cdsA,25.0,749,0.0,0.0,0.04,8.216082982438123e-05,0.96,0.0,0.0,0.0,0.0,0.6,Essential,Essential
163,rseP,41.0,1352,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Unclear,Essential
164,bamA,85.0,2432,0.0,2.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Essential,Essential
165,skp,7.0,485,91.33333333333331,0.0,30.428571428571427,0.0965220346663645,0.1428571428571428,0.7142857142857143,19.0,29.0,8.5,0.1428571428571428,Nonessential,Nonessential
166,lpxD,29.0,1025,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Essential,Essential
167,fabZ,8.0,455,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Essential,Essential
168,lpxA,18.0,788,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Essential,Essential
169,lpxB,23.0,1148,1.6666666666666667,5.625,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Essential,Essential
